발생원인,월별,시간대별,사고규모,풍속(m/s),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),최대파고(m),파주기(sec),지점_목포,지점_보령,지점_부산,지점_서귀포,지점_속초,지점_여수,지점_완도,지점_울산,지점_울진,지점_인천,지점_제주,지점_태안,지점_통영,지점_평택,지점_포항,발생해역_EEZ 30마일 이내,발생해역_공해,발생해역_영해,발생해역_영해-EEZ,발생해역_항계 내,발생해역_항계내,발생해역_협수로,기상상태_양호,기상상태_저시정,기상상태_태풍경보,기상상태_태풍주의보,기상상태_풍랑경보,기상상태_풍랑주의보,기상상태_황천2급,기상상태_황천3급,기상상태_황천4급,기상상태_황천5급,기상상태_황천6급,선 종_고무보트,선 종_관공선,선 종_기타,선 종_기타(레져선박),선 종_기타(통선),선 종_낚시어선,선 종_모터보트,선 종_어선,선 종_여객선,선 종_예부선,선 종_요트,선 종_유도선,선 종_유조선,선 종_화물선
관리문제,10,21,0.1023541453428864,7.4,9.4,1012.1,67.0,18.6,0.9,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,15,0.6666666666666666,6.6,8.3,1015.0,70.0,21.7,1.8,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,10,14,4.0,3.6,9.6,1015.3,59.0,18.3,0.7,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,10,14,0.146067415730337,5.7,6.9,1015.1,67.0,21.7,1.9,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,13,0.0,8.0,10.3,1016.5,71.0,20.7,1.7,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
운항과실,10,12,5.68561872909699,6.7,9.3,1017.1,70.0,20.5,1.3,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,10,11,10.0,5.9,8.6,1016.9,63.30188679245283,19.7,1.6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,10,9.375,3.6,5.0,1017.2,63.0,16.8,0.7,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,9,2.333333333333333,6.6,8.0,1016.5,64.18867924528301,19.5,1.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
관리문제,10,8,0.0714285714285714,6.6,8.4,1016.8,60.0,20.1,1.4,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,6,2.047082906857728,6.8,8.1,1018.0,73.0,20.4,1.2,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,5,0.4149377593360995,5.9,7.1,1015.8,69.0,21.5,1.4,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,3,0.0,4.9,6.7,1017.9,51.0,21.6,2.2,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
취급불량 및 결함,10,1,1.0,6.2,8.0,1018.2,66.0,19.6,1.7,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,0,1.5353121801432958,5.0,6.1,1017.7,68.17924528301887,20.7,1.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,14,0.0848861283643892,5.2,8.4,1018.7,61.0,18.1,1.8,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
취급불량 및 결함,10,14,0.2894736842105263,5.2,8.4,1018.7,61.0,18.1,1.8,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,12,0.25,7.8,10.0,1018.3,73.5,19.9,1.3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,11,1.519756838905775,7.4,9.3,1018.4,73.94339622641509,18.9,1.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,9,5.0,9.5,11.6,1017.8,39.0,19.6,1.9,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,10,7,0.1666666666666666,6.5,8.3,1017.4,60.0,19.2,2.3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,7,0.2008032128514056,8.3,10.9,1016.8,52.0,21.4,2.2,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,5,3.0,5.5,10.0,1019.6,53.0,18.6,1.6,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,5,0.0833333333333333,8.6,10.5,1018.7,66.0,18.2,1.8,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,1,1.0416666666666667,10.4,14.0,1017.7,62.0,19.8,2.3,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,20,0.6600660066006601,8.2,10.1,1016.3,64.0,20.9,1.7,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,16,0.12,1.7,2.5,1014.6,82.36792452830187,22.1,1.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,16,6.0,8.3,10.3,1017.5,51.0,19.3,2.9,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기타,10,14,0.0224719101123595,8.1,10.4,1017.2,69.0,21.9,1.7,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,12,2.2517911975435005,9.1,14.0,1018.8,51.0,18.9,2.9,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,11,0.7211538461538461,7.4,8.6,1018.7,83.0,20.9,1.4,7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,10,1.0101010101010102,4.7,5.9,1016.0,85.02830188679245,21.2,1.9,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,8,0.1499250374812593,5.1,6.9,1015.3,85.91509433962264,20.7,2.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,7,1.3871374527112232,5.3,6.8,1014.8,86.35849056603773,20.4,2.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,1,0.4,6.5,8.8,1015.0,74.0,18.9,3.8,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,17,0.0,8.9,11.8,999.3,73.0,23.2,6.7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,15,1.25,12.5,16.6,999.2,93.45283018867924,22.8,6.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,14,0.0,18.8,25.7,992.2,89.0,23.2,10.6,10.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기상문제,10,12,0.0,16.6,21.7,990.6,96.0,22.3,6.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기상문제,10,9,0.0,22.5,30.8,987.4,98.0,23.0,10.0,12.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,9,0.0,21.9,29.2,977.5,96.1132075471698,23.0,15.1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
관리문제,10,6,0.0,16.3,22.9,979.7,90.0,24.6,12.6,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,4,0.0012531328320802,15.4,20.5,993.3,91.0,19.0,2.0,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
관리문제,10,15,0.0,16.5,21.0,1005.1,86.0,25.0,6.5,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,23,2.6612077789150463,8.1,10.5,1023.8,67.0,22.2,2.4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,19,0.6666666666666666,5.3,6.3,1021.8,76.0,21.3,0.7,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기상문제,10,16,0.0025316455696202,8.2,12.8,1021.9,72.0,23.5,2.4,5.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,15,0.2,12.0,15.2,1019.7,73.0,22.7,3.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,15,0.015267175572519,12.7,15.7,1020.8,73.0,23.2,3.8,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
취급불량 및 결함,10,12,0.3076923076923077,3.9,4.9,1022.6,61.0,20.3,0.7,12.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,11,10.0,2.8,5.5,1024.1,64.0,19.5,0.6,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,10,9,1.6129032258064515,5.8,7.0,1024.0,74.0,19.7,0.7,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기타,10,7,0.398406374501992,4.7,5.7,1023.9,68.0,21.0,1.1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,18,0.8188331627430911,2.4,4.3,1019.9,51.0,21.3,1.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,14,1.7400204708290687,4.4,5.4,1022.4,69.0,20.1,1.2,9.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,14,2.3959646910466583,1.5,3.8,1022.7,50.0,19.8,0.5,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,10,14,2.0,3.4,4.5,1020.3,60.0,20.3,1.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
취급불량 및 결함,10,11,1.4084507042253522,3.0,4.1,1022.4,64.0,19.6,0.5,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
관리문제,10,9,0.202020202020202,7.6,10.4,1021.1,66.0,20.3,1.3,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,8,1.1235955056179776,5.3,6.5,1020.3,60.0,21.0,2.8,9.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,6,0.6116207951070336,7.5,10.3,1019.6,66.0,20.7,1.3,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,5,0.4008016032064128,3.2,4.4,1018.5,78.0,19.8,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,17,0.4784688995215311,0.8,2.0,1016.6,53.0,20.5,0.9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,16,0.3484320557491289,5.5,7.2,1017.2,62.0,20.1,0.3,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,15,0.9174311926605504,3.2,5.1,1017.0,63.0,19.9,0.4,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,14,1.5384615384615383,0.0,0.0,1018.5,60.0,18.9,2.4,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,10,11,2.1052631578947367,0.0,0.0,1018.8,59.0,18.6,2.3,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,7,0.2024291497975708,3.8,5.9,1016.7,68.0,18.0,3.6,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,11,0.5063291139240506,9.7,13.0,1009.1,58.0,20.2,2.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,0,0.0003840245775729,8.6,11.5,1005.3,61.0,18.6,3.6,7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
취급불량 및 결함,9,19,0.1529411764705882,8.3,14.3,1006.4,67.0,21.2,3.6,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,9,0.4366812227074236,10.2,12.6,1003.9,84.0,20.9,2.7,12.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,9,3.0303030303030303,10.0,12.5,1006.0,80.0,21.8,3.4,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,17,0.4285714285714285,3.7,4.9,1010.8,80.0,20.3,0.7,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,8,0.0,11.7,14.8,1012.4,85.0,21.9,5.0,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,6,0.5025125628140703,2.4,3.1,1014.6,83.0,18.1,0.5,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,6,2.4048096192384767,0.7,2.2,1015.6,74.0,20.9,0.6,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,9,4,0.819672131147541,3.5,4.6,1014.8,74.0,20.2,0.1,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,3,0.5044136191677175,4.4,5.8,1015.9,69.0,21.2,0.9,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,16,0.4651162790697674,2.0,3.0,1015.6,79.0,20.5,0.4,12.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,15,0.0,8.9,11.2,1016.4,73.0,23.7,2.9,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,13,0.3076923076923077,0.6,1.6,1017.0,63.0,21.6,0.6,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,9,1.5,6.4,7.9,1016.9,73.0,20.2,0.8,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
취급불량 및 결함,9,8,0.334448160535117,8.7,11.1,1017.0,74.0,20.1,2.1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,6,0.1023541453428864,8.9,11.2,1018.4,76.0,21.0,3.0,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.4854368932038835,7.9,10.0,1016.5,68.0,20.0,2.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.76103500761035,9.2,11.6,1018.4,73.0,21.0,2.9,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,17,1.941747572815534,4.3,5.2,1016.2,70.0,20.2,0.8,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,9,16,1.002004008016032,10.3,13.2,1015.4,61.0,22.3,3.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,9,12,0.208768267223382,8.8,11.3,1016.4,68.0,21.2,2.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,10,0.0,3.7,4.9,1018.6,59.0,20.3,0.7,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,13,6.666666666666667,7.1,8.6,1019.5,70.0,19.9,1.3,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
취급불량 및 결함,9,11,1.3245033112582782,12.2,15.9,1016.4,72.0,22.8,4.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,9,2.1341463414634148,5.6,8.2,1019.1,69.0,20.0,1.4,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,9,1,2.6755852842809364,3.6,4.8,1018.0,67.0,20.0,1.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
