발생원인,월별,시간대별,사고규모,풍속(m/s),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),최대파고(m),파주기(sec),지점_목포,지점_보령,지점_부산,지점_서귀포,지점_속초,지점_여수,지점_완도,지점_울산,지점_울진,지점_인천,지점_제주,지점_태안,지점_통영,지점_평택,지점_포항,발생해역_EEZ 30마일 이내,발생해역_공해,발생해역_영해,발생해역_영해-EEZ,발생해역_항계 내,발생해역_항계내,발생해역_협수로,기상상태_양호,기상상태_저시정,기상상태_태풍경보,기상상태_태풍주의보,기상상태_풍랑경보,기상상태_풍랑주의보,기상상태_황천2급,기상상태_황천3급,기상상태_황천4급,기상상태_황천5급,기상상태_황천6급,선 종_고무보트,선 종_관공선,선 종_기타,선 종_기타(레져선박),선 종_기타(통선),선 종_낚시어선,선 종_모터보트,선 종_어선,선 종_여객선,선 종_예부선,선 종_요트,선 종_유도선,선 종_유조선,선 종_화물선
운항과실,11,19,0.0064724919093851,6.8,8.5,1026.7,72.0,19.5,1.7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
관리문제,11,14,0.3846153846153846,4.0,4.8,1023.9,70.86435331230284,15.680441640378548,0.6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,11,7,0.437636761487965,4.0,4.8,1023.7,93.0,18.7,1.4,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,11,16,0.2068965517241379,4.3,5.0,1023.0,65.0,19.9,0.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,11,13,0.7407407407407407,3.1,3.6,1024.4,69.9968454258675,15.846056782334385,0.3,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
관리문제,11,8,0.3070624360286592,2.8,4.1,1024.3,69.82334384858044,15.879179810725551,0.3,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,11,7,1.7400204708290687,6.4,8.1,1023.0,83.0,18.9,1.3,7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
관리문제,11,19,0.0476190476190476,3.6,4.4,1023.6,69.37223974763407,15.965299684542586,0.4,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
관리문제,11,13,0.0,4.6,5.5,1024.7,69.16403785488959,16.005047318611986,0.3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,13,1.1695906432748535,8.3,10.7,1021.3,67.53312302839116,16.31640378548896,1.2,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,13,0.7926829268292683,8.583216783216782,11.117715617715616,1019.1,70.0,17.8,1.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,10,0.2,5.9,7.1,1022.7,66.59621451104101,16.49526813880126,0.7,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,10,9,0.3333333333333333,6.1,7.4,1023.0,66.5615141955836,16.5018927444795,0.6,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,10,8,0.2314814814814814,6.9,8.1,1022.4,66.52681388012618,16.508517350157728,0.6,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,12,0.4008016032064128,8.740559440559439,11.368298368298367,1024.5,68.0,16.9,1.3,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,21,0.0,3.9,5.5,1026.0,50.0,18.0,1.5,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,15,0.2857142857142857,1.9,2.6,1024.6,65.10410094637224,16.7801261829653,0.4,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,12,0.6756756756756757,4.0,5.7,1025.6,56.0,11.7,0.7,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,12,0.4137931034482758,1.0,3.4,1025.7,43.0,14.6,1.7,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,18,0.8146639511201629,3.8,5.3,1015.1,69.0,16.8,1.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,5,0.3115264797507788,3.0,3.8,1015.7,78.0,17.8,0.8,7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,14,1.3333333333333333,4.0,5.5,1017.5,65.0,17.9,3.3,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,10,0,0.0456852791878172,6.6,8.1,1012.4,89.0,17.3,1.5,7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,8,0.1724137931034483,6.0,7.9,1026.5,63.0,16.2,1.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,0,0.146067415730337,7.5,9.6,1023.6,64.0,17.0,1.9,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,12,0.1666666666666666,5.0,6.3,1024.2,52.0,14.1,1.1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,16,0.404040404040404,7.0,9.5,1021.0,65.0,16.3,1.8,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,14,1.0,6.5,7.9,1020.6,50.0,17.5,1.2,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
관리문제,10,10,0.2252252252252252,5.0,7.4,1017.0,45.0,15.4,2.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,6,0.896551724137931,9.8,12.7,1008.1,54.0,16.5,1.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,20,0.0,10.4,14.2,1010.25,69.0,17.9,2.5,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,8,0.4827586206896552,7.9,9.2,1010.7,68.0,17.8,1.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,12,0.3333333333333333,4.5,5.7,1011.7,86.0,17.9,0.6,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,6,0.9211873080859776,6.3,7.7,1013.2,85.0,17.9,0.9,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
기타,10,18,0.6141248720573184,3.2,3.9,1014.5,59.0,21.7,0.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,8,0.1,4.0,4.8,1019.4,76.0,16.8,1.7,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,17,0.3070624360286592,3.3,4.1,1016.95,69.0,20.4,1.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,13,0.8146639511201629,1.8,3.0,1021.4,67.0,20.3,0.5,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,14,0.1428571428571428,5.1,6.5,1021.7,74.0,19.9,0.8,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,11,0.6141248720573184,2.4,3.4,1023.8,71.0,18.5,0.2,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,23,0.2770083102493075,1.9,2.5,1023.55,58.0,19.7,1.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,17,0.4358974358974359,2.7,3.8,1021.8,49.0,20.1,1.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,14,0.008371703641691,2.4,3.1,1022.4,65.0,18.5,0.5,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
운항과실,10,2,2.8125,4.7,6.1,1021.7,67.0,17.2,0.8,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
관리문제,10,22,0.0,4.6,6.0,1021.5,68.0,17.5,0.8,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
운항과실,10,20,3.0769230769230766,5.1,6.1,1020.9,66.0,17.5,1.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,7,1.4329580348004094,6.5,8.4,1019.3,63.0,16.1,1.2,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,10,16,0.957592339261286,6.7,8.0,1010.0,52.0,21.8,1.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
관리문제,10,14,0.6451612903225806,5.1,5.9,1016.2,88.0,19.2,1.1,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,6,0.1304347826086956,7.2,8.7,1012.9,47.0,18.8,0.9,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,23,0.2758620689655172,6.0,8.1,1016.3,67.0,17.5,1.3,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,8,0.8032128514056224,6.0,8.5,1023.8,44.0,16.2,1.7,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,18,0.8827238335435057,10.7,14.8,1023.8,53.0,17.1,2.7,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,9,2.6666666666666665,6.3,8.4,1023.3,44.0,16.9,1.7,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,17,0.0714285714285714,9.2,12.2,1021.9,67.0,16.4,2.5,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,5,0.0,10.5,13.0,1019.0,65.0,15.7,1.7,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,23,0.0921985815602836,9.8,12.3,1021.9,68.0,16.2,3.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,19,0.5044136191677175,5.6,7.0,1010.8,92.0,22.3,2.3,10.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,13,0.5617977528089888,3.1,4.2,1011.85,71.0,20.4,0.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,18,0.3783102143757881,1.4,2.0,1017.5,74.0,20.9,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,11,0.0,1.3,2.2,1019.1,84.0,20.2,0.6,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,9,9,0.0,3.1,3.8,1018.7,86.0,19.4,0.6,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,7,1.6260162601626016,7.8,9.5,1017.5,72.0,20.6,1.9,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,2,0.0,8.3,10.4,1017.6,76.0,21.4,2.2,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,17,0.0,4.5,5.1,1018.3,82.0,20.1,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,12,0.0,1.0,2.0,1020.6,82.0,20.2,0.4,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,21,0.4024144869215292,7.0,8.8,1020.2,67.0,21.9,1.6,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,8,3.225806451612903,7.4,9.6,1020.9,66.0,21.6,1.4,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,7,0.4094165813715456,7.7,9.2,1020.65,64.0,21.6,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,4,0.8016032064128256,3.1,6.5,1020.1,66.0,21.9,1.1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,18,4.406779661016949,2.7,3.5,1019.1,56.0,21.9,0.3,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,9,0,0.1290322580645161,0.3,1.0,1017.5,67.0,20.3,0.4,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,6,1.8348623853211008,3.6,5.5,1015.5,79.0,19.3,0.7,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.0064017071218991,7.6,9.5,1011.4,74.0,19.5,2.3,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
운항과실,9,21,0.4678362573099415,9.3,11.5,1010.7,63.0,19.6,2.4,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,9,17,0.0568181818181818,8.7,11.4,1009.0,62.0,19.3,1.8,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
운항과실,9,12,0.6289308176100629,6.2,7.7,1008.0,58.0,19.5,2.2,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,3,0.0060253927264902,7.6,9.7,1009.0,72.0,19.9,1.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
관리문제,9,15,0.5172413793103449,9.5,12.0,1010.3,75.0,19.2,2.1,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,8,2.631578947368421,9.4,11.2,1012.3,80.0,18.7,1.6,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
기타,9,18,0.0,11.1,14.1,1011.2,60.0,21.3,3.3,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
관리문제,9,17,2.0,10.9,13.9,1008.5,79.0,23.6,2.1,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
취급불량 및 결함,9,9,3.0769230769230766,6.7,8.4,1008.05,79.0,24.5,2.5,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
관리문제,9,7,0.0,2.8,3.4,1012.1,91.0,21.9,0.4,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.334448160535117,1.7,2.4,1013.2,83.0,24.1,0.8,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,4,0.2916666666666667,0.2,1.0,1014.9,97.0,20.4,0.5,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,0,0.3333333333333333,0.3,1.2,1015.9,90.0,24.3,1.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,9,0,0.0200400801603206,8.0,10.4,1017.9,72.0,25.1,1.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
운항과실,9,4,0.7586206896551724,2.0,2.8,1013.4,62.0,23.5,0.7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,11,1.1111111111111112,0.8,1.4,1011.4,82.0,22.4,0.4,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
관리문제,9,9,0.0,0.9,1.7,1011.0,83.0,22.1,0.4,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
관리문제,9,9,0.5997001499250375,0.9,1.7,1011.0,83.0,22.1,0.4,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,9,22,0.0101522842639593,4.0,5.0,1008.1,76.0,23.5,1.1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
취급불량 및 결함,9,1,0.40625,4.5,6.0,1005.7,78.0,24.1,1.6,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,18,3.191489361702128,5.3,8.0,1006.7,80.0,22.4,1.3,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
